Product,Quantity Ordered,Price Each,Month,Hour,Day,City,Revenue
AAA Batteries (4-pack),1.0,2.99,2,13,Saturday,Los Angeles,2.99
Lightning Charging Cable,1.0,14.95,2,23,Saturday,Los Angeles,14.95
27in FHD Monitor,1.0,149.99,2,12,Thursday,Dallas,149.99
Bose SoundSport Headphones,1.0,99.99,2,10,Tuesday,New York City,99.99
Wired Headphones,1.0,11.99,2,8,Saturday,Los Angeles,11.99
AAA Batteries (4-pack),2.0,2.99,2,23,Wednesday,New York City,5.98
Apple Airpods Headphones,1.0,150.0,2,7,Saturday,Atlanta,150.0
Lightning Charging Cable,1.0,14.95,2,15,Thursday,San Francisco,14.95
Wired Headphones,1.0,11.99,2,9,Tuesday,San Francisco,11.99
USB-C Charging Cable,2.0,11.95,2,21,Friday,Boston,23.9
Wired Headphones,1.0,11.99,2,13,Wednesday,New York City,11.99
Lightning Charging Cable,1.0,14.95,2,20,Monday,New York City,14.95
AA Batteries (4-pack),1.0,3.84,2,19,Saturday,Dallas,3.84
USB-C Charging Cable,1.0,11.95,2,11,Wednesday,Los Angeles,11.95
Macbook Pro Laptop,1.0,1700.0,2,16,Wednesday,Los Angeles,1700.0
34in Ultrawide Monitor,1.0,379.99,2,20,Sunday,San Francisco,379.99
iPhone,1.0,700.0,2,21,Sunday,San Francisco,700.0
Wired Headphones,1.0,11.99,2,15,Saturday,Boston,11.99
Flatscreen TV,1.0,300.0,2,17,Tuesday,Austin,300.0
iPhone,1.0,700.0,2,18,Wednesday,Seattle,700.0
Lightning Charging Cable,1.0,14.95,2,18,Wednesday,Seattle,14.95
Bose SoundSport Headphones,1.0,99.99,2,23,Monday,San Francisco,99.99
AAA Batteries (4-pack),2.0,2.99,2,20,Thursday,San Francisco,5.98
27in 4K Gaming Monitor,1.0,389.99,2,14,Saturday,San Francisco,389.99
USB-C Charging Cable,1.0,11.95,2,9,Saturday,New York City,11.95
LG Dryer,1.0,600.0,2,15,Wednesday,San Francisco,600.0
Apple Airpods Headphones,1.0,150.0,2,23,Tuesday,San Francisco,150.0
Apple Airpods Headphones,1.0,150.0,2,15,Sunday,Portland,150.0
iPhone,1.0,700.0,2,1,Sunday,Seattle,700.0
Flatscreen TV,1.0,300.0,2,18,Friday,Boston,300.0
iPhone,1.0,700.0,2,18,Sunday,San Francisco,700.0
Lightning Charging Cable,1.0,14.95,2,18,Sunday,San Francisco,14.95
USB-C Charging Cable,1.0,11.95,2,7,Friday,San Francisco,11.95
LG Washing Machine,1.0,600.0,2,20,Tuesday,San Francisco,600.0
Lightning Charging Cable,1.0,14.95,2,10,Sunday,New York City,14.95
Google Phone,1.0,600.0,2,15,Monday,Atlanta,600.0
20in Monitor,1.0,109.99,2,23,Monday,Los Angeles,109.99
Flatscreen TV,1.0,300.0,2,9,Sunday,Boston,300.0
Lightning Charging Cable,1.0,14.95,2,15,Monday,San Francisco,14.95
ThinkPad Laptop,1.0,999.99,2,14,Thursday,Los Angeles,999.99
Apple Airpods Headphones,1.0,150.0,2,18,Thursday,Seattle,150.0
USB-C Charging Cable,2.0,11.95,2,22,Saturday,San Francisco,23.9
34in Ultrawide Monitor,1.0,379.99,2,8,Tuesday,Atlanta,379.99
Apple Airpods Headphones,1.0,150.0,2,11,Tuesday,Atlanta,150.0
USB-C Charging Cable,1.0,11.95,2,21,Thursday,Los Angeles,11.95
USB-C Charging Cable,1.0,11.95,2,23,Thursday,Atlanta,11.95
Google Phone,1.0,600.0,2,22,Monday,San Francisco,600.0
USB-C Charging Cable,1.0,11.95,2,11,Monday,Atlanta,11.95
20in Monitor,1.0,109.99,2,5,Saturday,Seattle,109.99
USB-C Charging Cable,1.0,11.95,2,10,Thursday,Los Angeles,11.95
Apple Airpods Headphones,1.0,150.0,2,19,Wednesday,Boston,150.0
20in Monitor,1.0,109.99,2,20,Friday,Los Angeles,109.99
27in FHD Monitor,1.0,149.99,2,12,Sunday,Los Angeles,149.99
AAA Batteries (4-pack),1.0,2.99,2,10,Tuesday,Austin,2.99
Apple Airpods Headphones,1.0,150.0,2,2,Sunday,Atlanta,150.0
Macbook Pro Laptop,1.0,1700.0,2,16,Monday,San Francisco,1700.0
Lightning Charging Cable,1.0,14.95,2,4,Friday,San Francisco,14.95
AA Batteries (4-pack),1.0,3.84,2,16,Sunday,Portland,3.84
USB-C Charging Cable,1.0,11.95,2,18,Friday,Atlanta,11.95
AAA Batteries (4-pack),1.0,2.99,2,0,Sunday,San Francisco,2.99
AAA Batteries (4-pack),1.0,2.99,2,20,Wednesday,New York City,2.99
AAA Batteries (4-pack),2.0,2.99,2,8,Friday,Portland,5.98
Macbook Pro Laptop,1.0,1700.0,2,17,Tuesday,Portland,1700.0
Bose SoundSport Headphones,1.0,99.99,2,16,Saturday,Boston,99.99
AA Batteries (4-pack),1.0,3.84,2,18,Wednesday,San Francisco,3.84
34in Ultrawide Monitor,1.0,379.99,2,20,Thursday,New York City,379.99
Flatscreen TV,1.0,300.0,2,17,Wednesday,Dallas,300.0
Bose SoundSport Headphones,1.0,99.99,2,16,Wednesday,San Francisco,99.99
27in 4K Gaming Monitor,1.0,389.99,2,16,Wednesday,San Francisco,389.99
Lightning Charging Cable,1.0,14.95,2,16,Tuesday,Dallas,14.95
USB-C Charging Cable,1.0,11.95,2,9,Tuesday,New York City,11.95
Wired Headphones,1.0,11.99,2,10,Tuesday,San Francisco,11.99
34in Ultrawide Monitor,1.0,379.99,2,8,Saturday,San Francisco,379.99
Bose SoundSport Headphones,1.0,99.99,2,10,Thursday,San Francisco,99.99
USB-C Charging Cable,1.0,11.95,2,20,Friday,Seattle,11.95
27in FHD Monitor,1.0,149.99,2,20,Thursday,Dallas,149.99
Bose SoundSport Headphones,1.0,99.99,2,8,Thursday,Austin,99.99
27in FHD Monitor,1.0,149.99,2,17,Saturday,Seattle,149.99
27in FHD Monitor,1.0,149.99,2,19,Tuesday,Boston,149.99
AAA Batteries (4-pack),1.0,2.99,2,19,Tuesday,Boston,2.99
AAA Batteries (4-pack),1.0,2.99,2,19,Saturday,Portland,2.99
Wired Headphones,1.0,11.99,2,18,Wednesday,Austin,11.99
Lightning Charging Cable,1.0,14.95,2,22,Sunday,Seattle,14.95
Bose SoundSport Headphones,1.0,99.99,2,18,Sunday,Seattle,99.99
27in FHD Monitor,1.0,149.99,2,0,Thursday,Atlanta,149.99
20in Monitor,1.0,109.99,2,23,Monday,New York City,109.99
Apple Airpods Headphones,1.0,150.0,2,19,Saturday,San Francisco,150.0
USB-C Charging Cable,1.0,11.95,2,20,Friday,New York City,11.95
Bose SoundSport Headphones,1.0,99.99,2,21,Tuesday,San Francisco,99.99
AAA Batteries (4-pack),1.0,2.99,2,6,Tuesday,Atlanta,2.99
AA Batteries (4-pack),3.0,3.84,2,12,Friday,San Francisco,11.52
Wired Headphones,1.0,11.99,2,14,Saturday,Atlanta,11.99
Wired Headphones,1.0,11.99,2,18,Sunday,Los Angeles,11.99
AA Batteries (4-pack),1.0,3.84,2,23,Thursday,Austin,3.84
Apple Airpods Headphones,1.0,150.0,2,12,Tuesday,San Francisco,150.0
AA Batteries (4-pack),1.0,3.84,2,11,Sunday,San Francisco,3.84
Macbook Pro Laptop,1.0,1700.0,2,1,Sunday,New York City,1700.0
AAA Batteries (4-pack),2.0,2.99,2,21,Tuesday,Portland,5.98
Apple Airpods Headphones,1.0,150.0,2,12,Monday,San Francisco,150.0
27in FHD Monitor,1.0,149.99,2,18,Sunday,New York City,149.99
ThinkPad Laptop,1.0,999.99,2,21,Sunday,Atlanta,999.99
iPhone,1.0,700.0,2,11,Thursday,Seattle,700.0
AA Batteries (4-pack),1.0,3.84,2,15,Wednesday,Boston,3.84
iPhone,1.0,700.0,2,7,Friday,Los Angeles,700.0
27in 4K Gaming Monitor,1.0,389.99,2,0,Thursday,Boston,389.99
USB-C Charging Cable,2.0,11.95,2,15,Friday,San Francisco,23.9
27in 4K Gaming Monitor,1.0,389.99,2,11,Friday,New York City,389.99
Wired Headphones,1.0,11.99,2,14,Wednesday,Dallas,11.99
Macbook Pro Laptop,1.0,1700.0,2,16,Sunday,Atlanta,1700.0
Wired Headphones,1.0,11.99,2,12,Sunday,San Francisco,11.99
27in 4K Gaming Monitor,1.0,389.99,2,22,Sunday,San Francisco,389.99
iPhone,1.0,700.0,2,10,Wednesday,New York City,700.0
Wired Headphones,1.0,11.99,2,10,Wednesday,New York City,11.99
AA Batteries (4-pack),1.0,3.84,2,23,Friday,New York City,3.84
iPhone,1.0,700.0,2,18,Monday,San Francisco,700.0
Apple Airpods Headphones,1.0,150.0,2,22,Thursday,Seattle,150.0
AA Batteries (4-pack),1.0,3.84,2,9,Monday,San Francisco,3.84
Vareebadd Phone,1.0,400.0,2,18,Monday,Los Angeles,400.0
USB-C Charging Cable,1.0,11.95,2,18,Monday,Los Angeles,11.95
27in 4K Gaming Monitor,1.0,389.99,2,21,Monday,Portland,389.99
iPhone,1.0,700.0,2,8,Monday,San Francisco,700.0
Wired Headphones,1.0,11.99,2,6,Sunday,San Francisco,11.99
Lightning Charging Cable,1.0,14.95,2,10,Friday,New York City,14.95
Lightning Charging Cable,1.0,14.95,2,0,Sunday,Seattle,14.95
AA Batteries (4-pack),2.0,3.84,2,0,Thursday,San Francisco,7.68
AAA Batteries (4-pack),1.0,2.99,2,14,Monday,Seattle,2.99
34in Ultrawide Monitor,1.0,379.99,2,17,Tuesday,New York City,379.99
Apple Airpods Headphones,1.0,150.0,2,16,Friday,Atlanta,150.0
Google Phone,1.0,600.0,2,23,Wednesday,San Francisco,600.0
Apple Airpods Headphones,1.0,150.0,2,9,Monday,San Francisco,150.0
Lightning Charging Cable,1.0,14.95,2,18,Sunday,Boston,14.95
AAA Batteries (4-pack),2.0,2.99,2,14,Thursday,Portland,5.98
Apple Airpods Headphones,1.0,150.0,2,10,Monday,San Francisco,150.0
Apple Airpods Headphones,1.0,150.0,2,20,Monday,New York City,150.0
AA Batteries (4-pack),1.0,3.84,2,14,Monday,New York City,3.84
iPhone,1.0,700.0,2,15,Wednesday,New York City,700.0
ThinkPad Laptop,1.0,999.99,2,20,Saturday,New York City,999.99
Apple Airpods Headphones,1.0,150.0,2,14,Sunday,Boston,150.0
AAA Batteries (4-pack),2.0,2.99,2,13,Saturday,New York City,5.98
USB-C Charging Cable,1.0,11.95,2,11,Wednesday,Seattle,11.95
27in FHD Monitor,1.0,149.99,2,15,Saturday,San Francisco,149.99
Macbook Pro Laptop,1.0,1700.0,2,19,Saturday,Dallas,1700.0
AA Batteries (4-pack),2.0,3.84,2,13,Thursday,Los Angeles,7.68
Lightning Charging Cable,1.0,14.95,2,6,Sunday,San Francisco,14.95
Apple Airpods Headphones,1.0,150.0,2,18,Sunday,San Francisco,150.0
AAA Batteries (4-pack),1.0,2.99,2,18,Tuesday,Portland,2.99
Wired Headphones,1.0,11.99,2,11,Saturday,Boston,11.99
27in 4K Gaming Monitor,1.0,389.99,2,22,Friday,Portland,389.99
AA Batteries (4-pack),2.0,3.84,2,11,Tuesday,Los Angeles,7.68
Macbook Pro Laptop,1.0,1700.0,2,8,Wednesday,Seattle,1700.0
Lightning Charging Cable,1.0,14.95,2,21,Saturday,Austin,14.95
Wired Headphones,1.0,11.99,2,9,Sunday,Los Angeles,11.99
Flatscreen TV,1.0,300.0,2,20,Saturday,San Francisco,300.0
USB-C Charging Cable,1.0,11.95,2,20,Wednesday,Los Angeles,11.95
ThinkPad Laptop,1.0,999.99,2,16,Wednesday,Los Angeles,999.99
AA Batteries (4-pack),1.0,3.84,2,14,Saturday,Los Angeles,3.84
AA Batteries (4-pack),1.0,3.84,2,12,Tuesday,Portland,3.84
Wired Headphones,1.0,11.99,2,15,Thursday,San Francisco,11.99
Wired Headphones,1.0,11.99,2,13,Wednesday,San Francisco,11.99
Lightning Charging Cable,1.0,14.95,2,15,Saturday,Portland,14.95
AAA Batteries (4-pack),3.0,2.99,2,19,Saturday,Seattle,8.97
Lightning Charging Cable,1.0,14.95,2,14,Wednesday,Portland,14.95
Apple Airpods Headphones,1.0,150.0,2,10,Wednesday,Los Angeles,150.0
Apple Airpods Headphones,1.0,150.0,2,16,Sunday,Boston,150.0
USB-C Charging Cable,1.0,11.95,2,18,Sunday,New York City,11.95
Lightning Charging Cable,1.0,14.95,2,12,Friday,San Francisco,14.95
AA Batteries (4-pack),1.0,3.84,2,23,Saturday,Los Angeles,3.84
Lightning Charging Cable,1.0,14.95,2,11,Wednesday,San Francisco,14.95
Wired Headphones,1.0,11.99,2,18,Wednesday,New York City,11.99
Vareebadd Phone,1.0,400.0,2,18,Monday,New York City,400.0
USB-C Charging Cable,1.0,11.95,2,18,Monday,New York City,11.95
27in 4K Gaming Monitor,1.0,389.99,2,0,Sunday,Los Angeles,389.99
USB-C Charging Cable,1.0,11.95,2,14,Thursday,New York City,11.95
USB-C Charging Cable,1.0,11.95,2,9,Monday,New York City,11.95
Vareebadd Phone,1.0,400.0,2,19,Sunday,Boston,400.0
Wired Headphones,1.0,11.99,2,19,Sunday,Boston,11.99
Bose SoundSport Headphones,1.0,99.99,2,23,Wednesday,Seattle,99.99
27in 4K Gaming Monitor,1.0,389.99,2,23,Wednesday,Seattle,389.99
Apple Airpods Headphones,1.0,150.0,2,14,Thursday,Atlanta,150.0
AA Batteries (4-pack),1.0,3.84,2,23,Wednesday,San Francisco,3.84
iPhone,1.0,700.0,2,20,Thursday,San Francisco,700.0
USB-C Charging Cable,1.0,11.95,2,20,Wednesday,Los Angeles,11.95
Wired Headphones,1.0,11.99,2,20,Thursday,Seattle,11.99
AA Batteries (4-pack),1.0,3.84,2,21,Monday,Portland,3.84
USB-C Charging Cable,1.0,11.95,2,16,Monday,Austin,11.95
AA Batteries (4-pack),1.0,3.84,2,11,Monday,Los Angeles,3.84
Wired Headphones,1.0,11.99,2,18,Friday,San Francisco,11.99
27in 4K Gaming Monitor,1.0,389.99,2,21,Wednesday,Portland,389.99
AA Batteries (4-pack),1.0,3.84,2,15,Sunday,San Francisco,3.84
27in 4K Gaming Monitor,1.0,389.99,2,21,Thursday,Los Angeles,389.99
Vareebadd Phone,1.0,400.0,2,12,Monday,Los Angeles,400.0
Apple Airpods Headphones,1.0,150.0,2,1,Sunday,Dallas,150.0
Wired Headphones,1.0,11.99,2,8,Tuesday,Dallas,11.99
Lightning Charging Cable,1.0,14.95,2,21,Tuesday,San Francisco,14.95
Bose SoundSport Headphones,1.0,99.99,2,18,Thursday,Los Angeles,99.99
AA Batteries (4-pack),1.0,3.84,2,11,Thursday,New York City,3.84
USB-C Charging Cable,1.0,11.95,2,10,Wednesday,Dallas,11.95
Lightning Charging Cable,1.0,14.95,2,4,Saturday,Portland,14.95
Macbook Pro Laptop,1.0,1700.0,2,21,Friday,San Francisco,1700.0
AA Batteries (4-pack),2.0,3.84,2,10,Thursday,Los Angeles,7.68
Macbook Pro Laptop,1.0,1700.0,2,17,Friday,Boston,1700.0
27in 4K Gaming Monitor,1.0,389.99,2,6,Friday,Dallas,389.99
AAA Batteries (4-pack),1.0,2.99,2,11,Tuesday,Los Angeles,2.99
AA Batteries (4-pack),1.0,3.84,2,9,Tuesday,Boston,3.84
AAA Batteries (4-pack),1.0,2.99,2,15,Monday,New York City,2.99
Wired Headphones,1.0,11.99,2,6,Wednesday,San Francisco,11.99
Google Phone,1.0,600.0,2,13,Monday,San Francisco,600.0
20in Monitor,1.0,109.99,2,14,Saturday,Atlanta,109.99
AA Batteries (4-pack),1.0,3.84,2,12,Wednesday,Los Angeles,3.84
AAA Batteries (4-pack),1.0,2.99,2,21,Tuesday,San Francisco,2.99
Lightning Charging Cable,1.0,14.95,2,17,Sunday,Los Angeles,14.95
34in Ultrawide Monitor,1.0,379.99,2,16,Saturday,San Francisco,379.99
Apple Airpods Headphones,1.0,150.0,2,1,Wednesday,Los Angeles,150.0
AA Batteries (4-pack),1.0,3.84,2,18,Thursday,Atlanta,3.84
AA Batteries (4-pack),1.0,3.84,2,22,Monday,Seattle,3.84
Google Phone,1.0,600.0,2,21,Friday,New York City,600.0
USB-C Charging Cable,1.0,11.95,2,21,Friday,New York City,11.95
Bose SoundSport Headphones,1.0,99.99,2,22,Thursday,Boston,99.99
Lightning Charging Cable,1.0,14.95,2,4,Sunday,Atlanta,14.95
20in Monitor,1.0,109.99,2,12,Thursday,Portland,109.99
USB-C Charging Cable,1.0,11.95,2,21,Tuesday,San Francisco,11.95
34in Ultrawide Monitor,1.0,379.99,2,11,Tuesday,Seattle,379.99
Flatscreen TV,1.0,300.0,2,18,Friday,New York City,300.0
Flatscreen TV,1.0,300.0,2,7,Wednesday,San Francisco,300.0
Wired Headphones,1.0,11.99,2,18,Thursday,San Francisco,11.99
Lightning Charging Cable,1.0,14.95,2,22,Sunday,San Francisco,14.95
ThinkPad Laptop,1.0,999.99,2,16,Thursday,San Francisco,999.99
27in FHD Monitor,1.0,149.99,2,17,Wednesday,Austin,149.99
USB-C Charging Cable,1.0,11.95,2,16,Friday,San Francisco,11.95
AA Batteries (4-pack),1.0,3.84,2,23,Monday,Portland,3.84
Flatscreen TV,1.0,300.0,2,5,Wednesday,San Francisco,300.0
AAA Batteries (4-pack),4.0,2.99,2,6,Wednesday,San Francisco,11.96
Bose SoundSport Headphones,1.0,99.99,2,17,Sunday,Boston,99.99
Lightning Charging Cable,1.0,14.95,2,9,Tuesday,Los Angeles,14.95
USB-C Charging Cable,1.0,11.95,2,12,Wednesday,Los Angeles,11.95
27in 4K Gaming Monitor,1.0,389.99,2,13,Wednesday,San Francisco,389.99
AAA Batteries (4-pack),1.0,2.99,2,15,Sunday,New York City,2.99
USB-C Charging Cable,1.0,11.95,2,11,Thursday,New York City,11.95
AA Batteries (4-pack),1.0,3.84,2,17,Friday,Dallas,3.84
Google Phone,1.0,600.0,2,13,Friday,New York City,600.0
Wired Headphones,1.0,11.99,2,13,Friday,New York City,11.99
AAA Batteries (4-pack),1.0,2.99,2,7,Sunday,Los Angeles,2.99
Apple Airpods Headphones,1.0,150.0,2,11,Tuesday,New York City,150.0
Apple Airpods Headphones,1.0,150.0,2,14,Monday,San Francisco,150.0
Apple Airpods Headphones,1.0,150.0,2,11,Friday,Los Angeles,150.0
AAA Batteries (4-pack),2.0,2.99,2,7,Wednesday,San Francisco,5.98
Apple Airpods Headphones,1.0,150.0,2,21,Saturday,San Francisco,150.0
Lightning Charging Cable,1.0,14.95,2,12,Monday,New York City,14.95
Lightning Charging Cable,1.0,14.95,2,18,Tuesday,Dallas,14.95
AA Batteries (4-pack),1.0,3.84,2,19,Wednesday,Dallas,3.84
USB-C Charging Cable,1.0,11.95,2,16,Friday,Portland,11.95
AAA Batteries (4-pack),1.0,2.99,2,14,Tuesday,New York City,2.99
AAA Batteries (4-pack),1.0,2.99,2,19,Saturday,San Francisco,2.99
Lightning Charging Cable,1.0,14.95,2,10,Saturday,Atlanta,14.95
27in FHD Monitor,1.0,149.99,2,14,Monday,Portland,149.99
USB-C Charging Cable,2.0,11.95,2,7,Tuesday,Dallas,23.9
Apple Airpods Headphones,1.0,150.0,2,18,Tuesday,Atlanta,150.0
USB-C Charging Cable,1.0,11.95,2,19,Sunday,Seattle,11.95
Wired Headphones,1.0,11.99,2,5,Tuesday,Seattle,11.99
AAA Batteries (4-pack),1.0,2.99,2,19,Thursday,Austin,2.99
Google Phone,1.0,600.0,2,17,Tuesday,New York City,600.0
27in 4K Gaming Monitor,1.0,389.99,2,19,Sunday,San Francisco,389.99
AA Batteries (4-pack),1.0,3.84,2,16,Wednesday,Seattle,3.84
AAA Batteries (4-pack),1.0,2.99,2,9,Saturday,Portland,2.99
Flatscreen TV,1.0,300.0,2,12,Friday,Atlanta,300.0
AA Batteries (4-pack),1.0,3.84,2,21,Thursday,Boston,3.84
27in FHD Monitor,1.0,149.99,2,20,Saturday,New York City,149.99
AAA Batteries (4-pack),2.0,2.99,2,16,Friday,Los Angeles,5.98
Apple Airpods Headphones,1.0,150.0,2,12,Tuesday,Boston,150.0
USB-C Charging Cable,2.0,11.95,2,16,Thursday,New York City,23.9
AAA Batteries (4-pack),1.0,2.99,2,13,Saturday,Boston,2.99
USB-C Charging Cable,1.0,11.95,2,11,Wednesday,Los Angeles,11.95
27in 4K Gaming Monitor,1.0,389.99,2,14,Sunday,San Francisco,389.99
Flatscreen TV,1.0,300.0,2,7,Monday,Seattle,300.0
Lightning Charging Cable,1.0,14.95,2,12,Saturday,New York City,14.95
Apple Airpods Headphones,1.0,150.0,2,15,Monday,San Francisco,150.0
27in FHD Monitor,1.0,149.99,2,18,Monday,Boston,149.99
Bose SoundSport Headphones,1.0,99.99,2,20,Thursday,San Francisco,99.99
USB-C Charging Cable,1.0,11.95,2,22,Tuesday,Austin,11.95
Wired Headphones,2.0,11.99,2,14,Saturday,Portland,23.98
USB-C Charging Cable,1.0,11.95,2,19,Sunday,New York City,11.95
27in FHD Monitor,1.0,149.99,2,14,Sunday,Boston,149.99
ThinkPad Laptop,1.0,999.99,2,8,Monday,Portland,999.99
AA Batteries (4-pack),2.0,3.84,2,22,Saturday,Atlanta,7.68
Lightning Charging Cable,1.0,14.95,2,11,Saturday,San Francisco,14.95
27in FHD Monitor,1.0,149.99,2,20,Sunday,Portland,149.99
20in Monitor,1.0,109.99,2,14,Saturday,Austin,109.99
AA Batteries (4-pack),1.0,3.84,2,18,Sunday,Portland,3.84
AAA Batteries (4-pack),1.0,2.99,2,16,Thursday,San Francisco,2.99
AA Batteries (4-pack),1.0,3.84,2,16,Monday,Los Angeles,3.84
Apple Airpods Headphones,1.0,150.0,2,1,Monday,San Francisco,150.0
27in FHD Monitor,1.0,149.99,2,16,Wednesday,Boston,149.99
AAA Batteries (4-pack),2.0,2.99,2,17,Monday,Seattle,5.98
Bose SoundSport Headphones,1.0,99.99,2,21,Saturday,New York City,99.99
ThinkPad Laptop,1.0,999.99,2,16,Monday,Atlanta,999.99
AA Batteries (4-pack),2.0,3.84,2,10,Thursday,Boston,7.68
Lightning Charging Cable,1.0,14.95,2,19,Tuesday,Seattle,14.95
AAA Batteries (4-pack),1.0,2.99,2,8,Tuesday,New York City,2.99
AAA Batteries (4-pack),1.0,2.99,2,13,Saturday,San Francisco,2.99
27in FHD Monitor,1.0,149.99,2,16,Monday,Austin,149.99
AA Batteries (4-pack),1.0,3.84,2,18,Saturday,San Francisco,3.84
AAA Batteries (4-pack),1.0,2.99,2,12,Wednesday,Boston,2.99
Lightning Charging Cable,1.0,14.95,2,16,Tuesday,Atlanta,14.95
20in Monitor,2.0,109.99,2,23,Thursday,Portland,219.98
Apple Airpods Headphones,1.0,150.0,2,15,Sunday,Portland,150.0
Apple Airpods Headphones,1.0,150.0,2,19,Monday,San Francisco,150.0
AA Batteries (4-pack),1.0,3.84,2,11,Friday,San Francisco,3.84
iPhone,1.0,700.0,2,21,Friday,Portland,700.0
Macbook Pro Laptop,1.0,1700.0,2,23,Monday,Portland,1700.0
Apple Airpods Headphones,1.0,150.0,2,19,Thursday,Boston,150.0
AA Batteries (4-pack),1.0,3.84,2,22,Wednesday,New York City,3.84
Wired Headphones,2.0,11.99,2,10,Friday,Dallas,23.98
Lightning Charging Cable,2.0,14.95,2,20,Sunday,Seattle,29.9
AA Batteries (4-pack),1.0,3.84,2,20,Saturday,New York City,3.84
34in Ultrawide Monitor,1.0,379.99,2,12,Friday,New York City,379.99
27in FHD Monitor,1.0,149.99,2,19,Friday,Seattle,149.99
USB-C Charging Cable,1.0,11.95,2,14,Saturday,San Francisco,11.95
Apple Airpods Headphones,1.0,150.0,2,18,Tuesday,Seattle,150.0
Bose SoundSport Headphones,1.0,99.99,2,10,Tuesday,San Francisco,99.99
USB-C Charging Cable,1.0,11.95,2,10,Saturday,San Francisco,11.95
20in Monitor,1.0,109.99,2,16,Monday,Portland,109.99
Lightning Charging Cable,1.0,14.95,2,1,Tuesday,Austin,14.95
iPhone,1.0,700.0,2,19,Friday,San Francisco,700.0
Apple Airpods Headphones,1.0,150.0,2,19,Friday,San Francisco,150.0
Flatscreen TV,1.0,300.0,2,13,Sunday,San Francisco,300.0
Macbook Pro Laptop,1.0,1700.0,2,23,Saturday,San Francisco,1700.0
Wired Headphones,1.0,11.99,2,7,Monday,San Francisco,11.99
ThinkPad Laptop,1.0,999.99,2,13,Monday,Atlanta,999.99
iPhone,1.0,700.0,2,8,Tuesday,Atlanta,700.0
Lightning Charging Cable,1.0,14.95,2,8,Tuesday,Atlanta,14.95
Wired Headphones,1.0,11.99,2,6,Friday,San Francisco,11.99
Lightning Charging Cable,1.0,14.95,2,13,Wednesday,New York City,14.95
Bose SoundSport Headphones,1.0,99.99,2,9,Saturday,New York City,99.99
ThinkPad Laptop,1.0,999.99,2,0,Thursday,Atlanta,999.99
Wired Headphones,1.0,11.99,2,1,Tuesday,Los Angeles,11.99
Lightning Charging Cable,1.0,14.95,2,13,Tuesday,Atlanta,14.95
Bose SoundSport Headphones,1.0,99.99,2,5,Saturday,Portland,99.99
Lightning Charging Cable,1.0,14.95,2,9,Saturday,San Francisco,14.95
Lightning Charging Cable,1.0,14.95,2,18,Tuesday,Atlanta,14.95
AAA Batteries (4-pack),1.0,2.99,2,11,Wednesday,San Francisco,2.99
iPhone,1.0,700.0,2,23,Wednesday,San Francisco,700.0
Lightning Charging Cable,1.0,14.95,2,20,Monday,Seattle,14.95
AA Batteries (4-pack),1.0,3.84,2,15,Thursday,Dallas,3.84
USB-C Charging Cable,1.0,11.95,2,16,Monday,New York City,11.95
AAA Batteries (4-pack),1.0,2.99,2,3,Wednesday,Seattle,2.99
USB-C Charging Cable,1.0,11.95,2,13,Monday,Los Angeles,11.95
Wired Headphones,1.0,11.99,2,14,Friday,San Francisco,11.99
Wired Headphones,1.0,11.99,2,12,Saturday,Austin,11.99
USB-C Charging Cable,1.0,11.95,2,16,Wednesday,Atlanta,11.95
Google Phone,1.0,600.0,2,14,Tuesday,Portland,600.0
USB-C Charging Cable,2.0,11.95,2,14,Tuesday,Portland,23.9
iPhone,1.0,700.0,2,0,Friday,Portland,700.0
Bose SoundSport Headphones,1.0,99.99,2,4,Monday,Los Angeles,99.99
AA Batteries (4-pack),1.0,3.84,2,11,Saturday,San Francisco,3.84
Lightning Charging Cable,1.0,14.95,2,9,Saturday,San Francisco,14.95
34in Ultrawide Monitor,1.0,379.99,2,18,Monday,Portland,379.99
USB-C Charging Cable,2.0,11.95,2,22,Sunday,Boston,23.9
Apple Airpods Headphones,1.0,150.0,2,16,Monday,Boston,150.0
Wired Headphones,1.0,11.99,2,12,Wednesday,New York City,11.99
iPhone,1.0,700.0,2,10,Monday,San Francisco,700.0
Lightning Charging Cable,1.0,14.95,2,4,Sunday,Seattle,14.95
Wired Headphones,1.0,11.99,2,22,Wednesday,San Francisco,11.99
20in Monitor,1.0,109.99,2,21,Monday,San Francisco,109.99
AA Batteries (4-pack),2.0,3.84,2,11,Saturday,Portland,7.68
Lightning Charging Cable,1.0,14.95,2,8,Friday,Austin,14.95
ThinkPad Laptop,1.0,999.99,2,10,Sunday,Los Angeles,999.99
Lightning Charging Cable,1.0,14.95,2,18,Sunday,San Francisco,14.95
AA Batteries (4-pack),2.0,3.84,2,7,Tuesday,Seattle,7.68
